Pteropodid-Plant Interactions Database 1985-2020													
S.A. Aziz, K.R. McConkey, K. Tanalgo, T. Sritongchuay, M-R. Low, J.Y. Yong, T.L. Mildenstein, C.E Nuevo-Diego, V.C. Lim & P.A. Racey													
													
Fr = fruit (including fig syconia); Fl = flower (including nectar and/or pollen); L = leaf; Se = seed ingested; B = bark; T = twigs; Sa = sap													
C = conflict; D = diet; FM = foraging movement; P = pollination; SD = seed dispersal; SG = seed/spore germination ; NOTE that 'aspect studied/recorded/observed' does not necessarily mean the bat was confirmed as playing that role.													
NB: Genus or species epithets followed by (?) are those that were either not found in theplantlist.org or are unresolved, and could not be definitively identified or confirmed.													
													
Pteropodid species	Plant family	Plant genus	Plant species	Fr	Fl	L	Se	B	T	Sa	Country/ Region	Reference	Aspect studied/recorded/observed
Pteropus giganteus	Cucurbitaceae	Coccinia 	grandis	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Ebenaceae	Diospyros	kaki	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Ebenaceae	Diospyros	kaki	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Ebenaceae	Diospyros	kaki	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Ebenaceae	Diospyros	malabarica	unknown							Pakistan	Gulraiz et al., 2015	D
Pteropus giganteus	Ebenaceae	Diospyros	malabarica		x		x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Ebenaceae	Diospyros	malabarica	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Ebenaceae	Diospyros	malabarica	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Ebenaceae	Diospyros	melanoxylon	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Ebenaceae	Diospyros	melanoxylon	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Euphorbiaceae	Mallotus	philippensis	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Euphorbiaceae	Ricinis	communis	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Fabaceae	Albizia	lebbeck		x	x					India	Krishnarathi and Isaac, 2016	D
Pteropus giganteus	Fabaceae	Albizia	lebbeck			x					Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Fabaceae	Albizia	lebbeck	x		x					Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Fabaceae	Cajanus	cajan	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Fabaceae	Erythrina 	variegata			x					India	Prasad et al., 2014	D, FM
Pteropus giganteus	Fabaceae	Erythrina 	variegata			x					India	Krishnarathi and Isaac, 2016	D
Pteropus giganteus	Fabaceae	Melilotus	altissimus	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Fabaceae	Parkia 	biglandulosa		x						India	Prasad et al., 2014	D, FM
Pteropus giganteus	Fabaceae	Pithecellobium 	dulce	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Fabaceae	Pithecellobium 	dulce	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Fabaceae	Prosopis 	juliflora	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Fabaceae	Saraca	asoca	x							India	Raza and Ilyas, 2018	D, FM
Pteropus giganteus	Fabaceae	Tamarindus 	indica	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Fabaceae	Tamarindus 	indica			x					India	Prasad et al., 2014	D, FM
Pteropus giganteus	Fabaceae	Tamarindus	indica	x	x						Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Fabaceae	Tamarindus	indica	x		x					Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Fagaceae	Quercus	spp.		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Lamiaceae	Tectona  	grandis	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Lauraceae	Neolitsea	umbrosa		x						Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Liliaceae	unknown	unknown		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Lythraceae	Punica	granatum	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Lythraceae	Punica	granatum	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Malvaceae	Bombax	ceiba	x							India	Raza and Ilyas, 2018	D, FM
Pteropus giganteus	Malvaceae	Bombax	ceiba	x	x	x					Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Malvaceae	Bombax	ceiba	x	x						Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Malvaceae	Bombax	ceiba		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Malvaceae	Ceiba	pentandra		x						India	Singaravelan and Marimuthu, 2004	D, FM, P
Pteropus giganteus	Malvaceae	Ceiba	pentandra		x						India	Nathan et al., 2005	P
Pteropus giganteus	Malvaceae	Ceiba	pentandra	x	x						India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Malvaceae	Ceiba 	pentandra		x						India	Prasad et al., 2014	D, FM
Pteropus giganteus	Malvaceae	Ceiba 	pentandra		x	x					India	Krishnarathi and Isaac, 2016	D
Pteropus giganteus	Malvaceae	Ceiba	pentandra	x	x	x					Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Malvaceae	Ceiba	pentandra		x						Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Malvaceae	Ceiba	pentandra	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Malvaceae (Tilioideae)	unknown	unknown		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Meliaceae	Azadirachta	indica	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Meliaceae	Azadirachta	indica	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Meliaceae	Azadirachta	indica	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Meliaceae	Azadirachta	indica	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Meliaceae	Melia	azedarach		x		x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Meliaceae	Melia	azedarach	x			x				Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Meliaceae	Melia	azedarach	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Artocarpus 	heterophyllus	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Moraceae	Artocarpus 	heterophyllus	x							India	Divakar, 2015	D
Pteropus giganteus	Moraceae	Artocarpus	heterophyllus	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Moraceae	Artocarpus	integer	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Moraceae	Ficus	benghalensis	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Moraceae	Ficus	benghalensis	x							India	Goveas et al., 2006	D, SG
Pteropus giganteus	Moraceae	Ficus	benghalensis	x							India	Caughlin et al., 2012	FM, SD, SG
Pteropus giganteus	Moraceae	Ficus	benghalensis	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Moraceae	Ficus 	benghalensis	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Moraceae	Ficus 	benghalensis	x							India	Raza and Ilyas, 2018	D, FM
Pteropus giganteus	Moraceae	Ficus	benghalensis	x							Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Ficus	benjamina	x							India	Raza and Ilyas, 2018	D, FM
Pteropus giganteus	Moraceae	Ficus	carica	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Ficus	carica	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	glomerata	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	macrophylla	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	nervosa	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Moraceae	Ficus	palmata	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Moraceae	Ficus 	racemosa	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Moraceae	Ficus	racemosa	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Moraceae	Ficus	racemosa	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Moraceae	Ficus	racemosa	x							Pakistan	Gulraiz et al., 2015	D
Pteropus giganteus	Moraceae	Ficus	racemosa	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Ficus	religiosa	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Moraceae	Ficus	religiosa	x		x					India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Moraceae	Ficus 	religiosa	x		x					India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Moraceae	Ficus 	religiosa	x		x					India	Krishnarathi and Isaac, 2016	D
Pteropus giganteus	Moraceae	Ficus	religiosa	x			x				Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Moraceae	Ficus	religiosa	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Ficus	religiosa	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	retusa	x							Pakistan	Gulraiz et al., 2015	D
Pteropus giganteus	Moraceae	Ficus	retusa	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Ficus	retusa	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	rumphii	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Moraceae	Ficus	tinctoria	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Moraceae	Ficus  	virens	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Moraceae	Ficus  	virens	x		x					Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Moraceae	Ficus	virens	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Moraceae	Ficus	sp.	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Moraceae	Ficus	sp. 1	x			x				Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Moraceae	Ficus	sp. 2	x			x				Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Moraceae	Morus	nigra	x			x				Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Moraceae	Morus	nigra	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Moraceae	Morus	nigra	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Musaceae	Musa	paradisiaca	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Musaceae	Musa 	× paradisiaca	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Musaceae	Musa 	sapientum	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Myrtaceae	Callistemon	citrinus	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Callistemon	spp.		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Myrtaceae	Corymbia	citriodora	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Myrtaceae	Corymbia	citriodora	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Eucalyptus	camaldulensis		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Myrtaceae	Eucalyptus	camaldulensis	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Eucalyptus	melliodora	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Melaleuca	leucadendra	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Myrtaceae	Melaleuca	leucadendra	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							India	Chakravarthy and Girish, 2003	C, FM
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							India	Goveas et al., 2006	D, SG
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Myrtaceae	Psidium 	guajava	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Myrtaceae	Psidium 	guajava	x							India	Divakar, 2015	D
Pteropus giganteus	Myrtaceae	Psidium 	guajava	x		x					India	Krishnarathi and Isaac, 2016	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x	x		x				Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Myrtaceae	Psidium	guajava	x			x				Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Psidium	guajava	x							Maldives	Dolbeer et al., 1988	C
Pteropus giganteus	Myrtaceae	Syzygium	cumini	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Myrtaceae	Syzygium	cumini	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Myrtaceae	Syzygium 	cumini	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Myrtaceae	Syzygium	cumini	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Myrtaceae	Syzygium	cumini		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Myrtaceae	Syzygium	cumini		x						Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Myrtaceae	Syzygium	cumini	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Myrtaceae	Syzygium	cumini	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Myrtaceae	Syzygium	cumini	unknown							Pakistan	Gulraiz et al., 2015	D
Pteropus giganteus	Myrtaceae	Syzygium	jambos	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Myrtaceae	Syzygium	jambos	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Oleaceae	unknown	unknown		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Pinaceae	Pinus	roxburghii		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Poaceae	unknown	unknown		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Proteaceae	Grevillea	robusta		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Pteridophytes	unknown	unknown	Spores?							Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Putranjivaceae	Putranjiva	roxburghii	x							India	Raza and Ilyas, 2018	D, FM
Pteropus giganteus	Rhamnaceae	Ziziphus	jujuba	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Rhamnaceae	Ziziphus	jujuba	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Rhamnaceae	Ziziphus	mauritiania ?	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Rhamnaceae	Ziziphus	mauritiania	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rhamnaceae	Ziziphus	sp.	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Rhamnaceae	unknown	unknown		x						Nepal	Tiwari et al,. 2019	D
Pteropus giganteus	Rosaceae	Eriobotrya	japonica	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rosaceae	Malus	domestica	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rosaceae	Prunus	cerasifera	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rosaceae	Prunus	dulcis	x							India	Dookia and Tak, 2004	D
Pteropus giganteus	Rosaceae	Prunus	dulcis	x							Maldives	Dolbeer et al., 1988	C
Pteropus giganteus	Rosaceae	Prunus	persica	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rosaceae	Pyrus	calleryana	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rubiaceae	Coffea 	arabica	x							India	Divakar, 2015	D
Pteropus giganteus	Rubiaceae	Coffea	spp.	x							India	Chakravarthy and Girish, 2003	C, FM
Pteropus giganteus	Rubiaceae	Nauclea	orientalis	x							Myanmar	Win and Mya, 2015	D
Pteropus giganteus	Rubiaceae	Morinda	angustifolia	x							Myanmar	Aung and Htay, 2019	D
Pteropus giganteus	Rubiaceae	Neolamarckia	cadamba	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Rutaceae	Citrus	aurantium	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Rutaceae	Murraya 	koenigii	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Sapindaceae	Litchi	chinensis	x							Pakistan	Mahmood-Ul-Hassan et al., 2011	C
Pteropus giganteus	Sapindaceae	Nephelium	lappaceum	x			x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Sapindaceae	Nephelium	lappaceum	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Sapindaceae	Nephelium	lappaceum	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Sapotaceae	Madhuca	longifolia	x	x						India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Sapotaceae	Madhuca	longifolia		x		x				Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Sapotaceae	Madhuca	longifolia	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Sapotaceae	Madhuca	longifolia	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Sapotaceae	Madhuca	longifolia var. latifolia		x						India	Nathan et al., 2009	FM, P
Pteropus giganteus	Sapotaceae	Madhuca 	longifolia var. latifolia		x						India	Stephenraj et al., 2010	FM
Pteropus giganteus	Sapotaceae	Madhuca 	longifolia var. latifolia	x							India	Vendan and Kaleeswaran, 2011	SD, SG
Pteropus giganteus	Sapotaceae	Madhuca 	longifolia var. latifolia	x							India	Mahandran et al., 2018	FM, SD, SG
Pteropus giganteus	Sapotaceae	Manilkara	zapota	x							India	Chakravarthy and Girish, 2003	C, FM
Pteropus giganteus	Sapotaceae	Manilkara	zapota	x							India	Sudhakaran and Doss, 2012	D, FM
Pteropus giganteus	Sapotaceae	Manilkara 	zapota	x							India	Prasad et al., 2014	D, FM, SD
Pteropus giganteus	Sapotaceae	Manilkara 	zapota	x							India	Divakar, 2015	D
Pteropus giganteus	Sapotaceae	Manilkara	zapota		x						Pakistan	Mahmood-Ul-Hassan et al., 2010	D
Pteropus giganteus	Sapotaceae	Manilkara	zapota	x							Pakistan	Gulraiz et al., 2016	D
Pteropus giganteus	Sapotaceae	Manilkara	zapota	x							Pakistan	Javid et al., 2017	D
Pteropus giganteus	Sapotaceae	Mimusops	elengi	x							Myanmar	Aung and Htay, 2019	D
Pteropus hypomelanus	Anacardiaceae	Mangifera	indica	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Anacardiaceae	unknown	sp. 1	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Anacardiaceae	unknown	sp. 2	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Annonaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Arecaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Chrysobalanaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Combretaceae	Terminalia	catappa	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Ebenaceae	Diospyros	sp.	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Lamiaceae	Vitex	pinnata	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Malvaceae	Durio	zibethinus	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Malvaceae	Durio	zibethinus		x						Malaysia (Tioman)	Aziz et al., 2017c	FM, P
Pteropus hypomelanus	Moraceae	Ficus	sp. 1	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Moraceae	Ficus	sp. 2	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Moraceae	Ficus	sp. 3	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Moraceae	Ficus	spp.	x			x				Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Moraceae	unknown	sp. 1	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Moraceae	unknown	sp. 2	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Muntingiaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Myrtaceae	Syzygium	sp. 1	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Olacaceae	Strombosia	sp.	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Rubiaceae	unknown	sp. 1	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Rubiaceae	unknown	sp. 2	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Rubiaceae	unknown	sp. 3	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Rubiaceae	unknown	sp. 4	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Rutaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus hypomelanus	Salicaceae	unknown	unknown	unknown							Malaysia (Tioman)	Aziz et al., 2017b	D
Pteropus livingstonii	Asteraceae	Brachylaena	ramiflora	unknown							Comoro Islands	Trewhella et al., 2001	D
Pteropus livingstonii	Malvaceae	Ceiba	pentandra		x						Comoro Islands	Trewhella et al., 2001	D, FM
Pteropus livingstonii	Sapotaceae	Chrysophyllum	sp.	unknown							Comoro Islands	Trewhella et al., 2001	D
Pteropus livingstonii	unknown	unknown	unknown	unknown							Comoro Islands	Reason et al., 1994	FM
Pteropus livingstonii	unknown	unknown	unknown	unknown							Comoro Islands	Mandl et al., 2019	FM
Pteropus lombocensis	unknown	unknown	unknown		x						Indonesia (Lombok)	Kitchener et al., 1990	D
Pteropus lylei	Anacardiaceae	Anacardium	occidentale	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Anacardiaceae	Mangifera	indica	x							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Anacardiaceae	Mangifera	indica	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Annonaceae	Annona	reticulata	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Arecaceae	Borassus	flabellifer	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Bignoniaceae	Markhamia	stipulata		x	x					Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Caricaceae	Carica	papaya	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Caricaceae	Carica	papaya	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Combretaceae	Terminalia	catappa	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Cucurbitaceae	Coccinia	grandis	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Ebenaceae	Diospyros	malabarica	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Ebenaceae	Diospyros	rhodocalyx	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Fabaceae	Acacia	auriculiformis		x	x					Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Fabaceae	Pithecellobium	dulce	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Fabaceae	Tamarindus	indica	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Lythraceae	Sonneratia	caseolaris	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Malphigiaceae	Malphigia	emarginata	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Malvaceae	Ceiba	pentandra	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Malvaceae	Microcos	tomentosa	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Meliaceae	Azadirachta	indica	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Meliaceae	Sandoricum	koetjape	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Artocarpus	heterophyllus	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Moraceae	Artocarpus	lacucha	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Ficus	benghalensis	unknown							Cambodia	Choden et al., 2019	D, FM
Pteropus lylei	Moraceae	Ficus	benjamina	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Ficus	concinna	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Ficus	glaberrima	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Ficus	microcarpa	x							Thailand	Weber et al., 2015	D, FM
Pteropus lylei	Moraceae	Ficus	religiosa	x							Thailand	Weber et al., 2015	D, FM
